"Code","x","y","plot_type","plot_num"
"DR_ECP_2_04",932.60334688322,10357.9586608803,"path",46
"DR_ECP_2_04",1000,10357.9586608803,"path",46
"DR_ECP_2_04",1072.26722201032,10357.9586608803,"path",46
"DR_ECP_2_04",1149.75699539774,10357.9586608803,"path",46
"DR_ECP_2_04",1232.84673944207,5646.03363906849,"path",46
"DR_ECP_2_04",1321.94114846603,5646.03363906849,"path",46
"DR_ECP_2_04",1417.47416292681,5646.03363906849,"path",46
"DR_ECP_2_04",1519.91108295293,5646.03363906849,"path",46
"DR_ECP_2_04",1629.75083462064,3714.39896507391,"path",46
"DR_ECP_2_04",1747.52840000768,3714.39896507391,"path",46
"DR_ECP_2_04",1873.81742286038,3714.39896507391,"path",46
"DR_ECP_2_04",2009.23300256505,3714.39896507391,"path",46
"DR_ECP_2_04",2154.43469003189,3714.39896507391,"path",46
"DR_ECP_2_04",2310.12970008316,2964.09337184318,"path",46
"DR_ECP_2_04",2477.07635599171,2964.09337184318,"path",46
"DR_ECP_2_04",2656.08778294669,2964.09337184318,"path",46
"DR_ECP_2_04",2848.0358684358,2964.09337184318,"path",46
"DR_ECP_2_04",3053.85550883342,2964.09337184318,"path",46
"DR_ECP_2_04",3274.54916287773,2964.09337184318,"path",46
"DR_ECP_2_04",3511.19173421513,11620.342712433,"path",46
"DR_ECP_2_04",3764.93580679247,11620.342712433,"path",46
"DR_ECP_2_04",4037.01725859656,11620.342712433,"path",46
"DR_ECP_2_04",4328.76128108306,11620.342712433,"path",46
"DR_ECP_2_04",4641.58883361278,11620.342712433,"path",46
"DR_ECP_2_04",4977.02356433211,11620.342712433,"path",46
"DR_ECP_2_04",5336.69923120631,11620.342712433,"path",46
"DR_ECP_2_04",5722.36765935022,11620.342712433,"path",46
"DR_ECP_2_04",6135.90727341317,11620.342712433,"path",46
"DR_ECP_2_04",6579.33224657568,11620.342712433,"path",46
"DR_ECP_2_04",7054.80231071865,11620.342712433,"path",46
"DR_ECP_2_04",7564.63327554629,11620.342712433,"path",46
"DR_ECP_2_04",8111.30830789687,11620.342712433,"path",46
"DR_ECP_2_04",8697.49002617784,30163.118305131,"path",46
"DR_ECP_2_04",9326.0334688322,30163.118305131,"path",46
"DR_ECP_2_04",10000,30163.118305131,"path",46
"DR_ECP_2_04",10722.6722201032,30163.118305131,"path",46
"DR_ECP_2_04",11497.5699539774,30163.118305131,"path",46
"DR_ECP_2_04",12328.4673944207,30163.118305131,"path",46
"DR_ECP_2_04",13219.4114846603,30163.118305131,"path",46
"DR_ECP_2_04",14174.7416292681,30163.118305131,"path",46
"DR_ECP_2_04",15199.1108295293,30163.118305131,"path",46
"DR_ECP_2_04",16297.5083462065,30163.118305131,"path",46
"DR_ECP_2_04",17475.2840000769,30163.118305131,"path",46
"DR_ECP_2_04",18738.1742286039,22701.937996162,"path",46
"DR_ECP_2_04",20092.3300256505,22701.937996162,"path",46
"DR_ECP_2_04",21544.3469003188,22701.937996162,"path",46
"DR_ECP_2_04",23101.2970008316,22701.937996162,"path",46
"DR_ECP_2_04",24770.7635599171,22701.937996162,"path",46
"DR_ECP_2_04",26560.8778294669,22701.937996162,"path",46
